pl_name,sy_snum,pl_orbsmax,pl_rade,st_rad,sy_dist
Kepler-238 e,1,0.1658,5.6,0.96,1798.75
Kepler-238 f,1,0.2747,2,0.96,1798.75
Kepler-239 b,1,0.095,2.33,0.76,648.109
Kepler-239 c,1,0.268,2.51,0.76,648.109
Kepler-24 b,1,0.076,2.348,1.1,1156.81
Kepler-24 c,1,0.1003,2.514,1.1,1156.81
Kepler-24 d,1,0.051,1.67,1.29,1156.81
Kepler-24 e,1,0.138,2.78,1.29,1156.81
Kepler-240 b,1,0.048,1.37,0.74,746.927
Kepler-240 c,1,0.074,2.2,0.74,746.927
Kepler-241 b,1,0.094,2.33,0.67,512
Kepler-241 c,1,0.189,2.57,0.67,512
Kepler-242 b,1,0.075,2.61,0.85,600.241
Kepler-242 c,1,0.109,2,0.85,600.241
Kepler-243 b,1,0.062,2.45,0.84,693.86
Kepler-243 c,1,0.142,1.99,0.84,693.86
Kepler-244 b,1,0.05,2.76,0.8,1036.49
Kepler-244 c,1,0.087,2.05,0.8,1036.49
Kepler-244 d,1,0.14,2.31,0.8,1036.49
Kepler-245 b,1,0.071,2.57,0.8,861.527
Kepler-245 c,1,0.124,2.18,0.8,861.527
Kepler-245 d,1,0.202,3.03,0.8,861.527
Kepler-245 e,1,0.04,1.75,0.8,861.527
Kepler-246 b,1,0.052,2.34,0.83,626.078
Kepler-246 c,1,0.095,1.5,0.83,626.078
Kepler-247 b,1,0.042,1.64,0.77,663.711
Kepler-247 c,1,0.084,4.09,0.77,663.711
Kepler-247 d,1,0.14,3.94,0.77,663.711
Kepler-248 b,1,0.066,3.02,0.83,738.792
Kepler-248 c,1,0.123,4.07,0.83,738.792
Kepler-249 b,1,0.035,1.09,0.48,190.401
Kepler-249 c,1,0.058,1.51,0.48,190.401
Kepler-249 d,1,0.097,1.57,0.48,190.401
Kepler-25 b,2,0.069445,2.748,1.32,243.249
Kepler-25 c,2,0.111666,5.217,1.32,243.249
Kepler-25 d,2,0.416422,10,1.32,243.249
Kepler-250 b,1,0.048,1.13,0.81,760.585
Kepler-250 c,1,0.069,2.28,0.81,760.585
Kepler-250 d,1,0.127,2.18,0.81,760.585
Kepler-251 b,1,0.053,1.33,0.89,924.625
Kepler-251 c,1,0.122,2.77,0.89,924.625
Kepler-251 d,1,0.182,2.77,0.89,924.625
Kepler-251 e,1,0.404,2.77,0.89,924.625
Kepler-252 b,1,0.058,1.23,0.55,379.424
Kepler-252 c,1,0.08,2.15,0.55,379.424
Kepler-253 b,1,0.046,1.63,0.79,838.595
Kepler-253 c,1,0.089,2.65,0.79,838.595
Kepler-253 d,1,0.13,3.17,0.79,838.595
Kepler-254 b,1,0.064,3.87,0.91,1389.48
Kepler-254 c,1,0.105,2.15,0.91,1389.48
Kepler-254 d,1,0.139,2.5,0.91,1389.48
Kepler-255 b,1,0.063,1.55,0.93,1052.53
Kepler-255 c,1,0.092,2.99,0.93,1052.53
Kepler-255 d,1,0.0192,1.32,0.86,1052.53
Kepler-256 b,1,0.027,1.59,1.3,1026.43
Kepler-256 c,1,0.045,2.15,1.3,1026.43
Kepler-256 d,1,0.064,2.48,1.3,1026.43
Kepler-256 e,1,0.096,2.35,1.3,1026.43
Kepler-257 b,1,0.034,2.61,1.04,780.256
Kepler-257 c,1,0.066,5.41,1.04,780.256
Kepler-257 d,1,0.16,4.95,1.04,780.256
Kepler-258 b,1,0.103,4.06,0.92,575.988
Kepler-258 c,1,0.193,3.61,0.92,575.988
Kepler-259 b,1,0.079,2.8,0.9,1002.14
Kepler-259 c,1,0.217,2.7,0.9,1002.14
Kepler-26 b,1,0.08551,2.78,0.51,335.307
Kepler-26 c,1,0.10725,2.72,0.51,335.307
Kepler-26 d,1,0.039,1.07,0.57,335.307
Kepler-26 e,1,0.22,2.41,0.57,335.307
Kepler-260 b,1,0.075,2.01,0.86,627.365
Kepler-260 c,1,0.332,1.74,0.86,627.365
Kepler-261 b,1,0.088,2.18,0.79,317.499
Kepler-261 c,1,0.156,2,0.79,317.499
Kepler-262 b,1,0.108,1.36,0.88,613.129
Kepler-262 c,1,0.152,1.64,0.88,613.129
Kepler-263 b,1,0.12,2.67,0.79,754.747
Kepler-263 c,1,0.242,2.47,0.79,754.747
Kepler-264 b,1,0.249,3.33,1.55,942.173
Kepler-264 c,1,0.566,2.83,1.55,942.173
Kepler-265 b,1,0.069,1.86,1.1,1280.25
Kepler-265 c,1,0.127,2.63,1.1,1280.25
Kepler-265 d,1,0.236,2.49,1.1,1280.25
Kepler-265 e,1,0.319,2.59,1.1,1280.25
Kepler-266 b,1,0.071,2.48,1.03,1370.79
Kepler-266 c,1,0.457,3.89,1.03,1370.79
Kepler-267 b,1,0.037,1.98,0.56,264.993
Kepler-267 c,1,0.06,2.13,0.56,264.993
Kepler-267 d,1,0.154,2.27,0.56,264.993
Kepler-268 b,1,0.18,2.55,1.27,851.87
Kepler-268 c,1,0.391,3.38,1.27,851.87
Kepler-269 b,1,0.061,2.47,0.96,2257.32
Kepler-269 c,1,0.081,1.69,0.96,2257.32
Kepler-27 b,1,0.118,4,0.59,1044.36
Kepler-27 c,1,0.191,4.9,0.59,1044.36
Kepler-27 d,1,0.0668,2.706,0.82,1044.36
Kepler-270 b,1,0.107,2.01,1.46,948.781
Kepler-270 c,1,0.18,1.77,1.46,948.781
Kepler-271 b,1,0.0881,1.23,0.87,404.542
Kepler-271 c,1,0.0702,0.95,0.87,404.542
Kepler-271 d,1,0.0558,0.66,0.87,404.542
Kepler-272 b,1,0.038,1.43,0.93,889.608
Kepler-272 c,1,0.061,1.79,0.93,889.608
Kepler-272 d,1,0.091,2.25,0.93,889.608
Kepler-273 b,1,0.037,1.5,0.81,713.964
Kepler-273 c,1,0.073,1.98,0.81,713.964
Kepler-274 b,1,0.101,1.54,1.01,1333.62
Kepler-274 c,1,0.204,1.84,1.01,1333.62
Kepler-275 b,1,0.098,2.34,1.38,2034.25
Kepler-275 c,1,0.132,3.38,1.38,2034.25
Kepler-275 d,1,0.224,3.33,1.38,2034.25
Kepler-276 b,1,0.119,2.87,1.05,1144.86
Kepler-276 c,1,0.1994,2.9,1.03,1144.86
Kepler-276 d,1,0.2642,2.8,1.03,1144.86
Kepler-277 b,1,0.1385,2.92,1.69,976.643
Kepler-277 c,1,0.2129,3.36,1.69,976.643
Kepler-278 b,1,0.207,4.07,2.94,443.03
Kepler-278 c,1,0.294,3.59,2.94,443.03
Kepler-279 b,1,0.112,3.62,1.75,1037.4
Kepler-279 c,1,0.2236,4.3,1.07,1037.4
Kepler-279 d,1,0.2901,3.1,1.07,1037.4
Kepler-28 b,1,0.05375,1.959,0.66,438.359
Kepler-28 c,1,0.07106,1.857,0.66,438.359
Kepler-280 b,1,0.032,1.45,0.89,780.361
Kepler-280 c,1,0.056,2.01,0.89,780.361
Kepler-281 b,1,0.117,2.82,0.9,1745.45
Kepler-281 c,1,0.215,5.31,0.9,1745.45
Kepler-281 d,1,0.5456,5.937,0.88,1745.45
Kepler-282 b,1,0.082,1.01,0.9,1337.61
Kepler-282 c,1,0.106,1.2,0.9,1337.61
Kepler-282 d,1,0.154,2.46,0.89,1337.61
Kepler-282 e,1,0.2269,3.1,0.89,1337.61
Kepler-283 b,1,0.082,2.13,0.57,468.094
Kepler-283 c,1,0.341,1.82,0.57,468.094
Kepler-284 b,1,0.104,2.24,0.81,1031.95
Kepler-284 c,1,0.213,2.61,0.81,1031.95
Kepler-285 b,1,0.036,1.34,0.81,824.31
Kepler-285 c,1,0.064,1.12,0.81,824.31
Kepler-286 b,1,0.027,1.24,0.86,1226.85
Kepler-286 c,1,0.042,1.37,0.86,1226.85
Kepler-286 d,1,0.061,1.33,0.86,1226.85
Kepler-286 e,1,0.176,1.77,0.86,1226.85
Kepler-287 b,1,0.145,2.33,1.03,835.86
Kepler-287 c,1,0.246,3.26,1.03,835.86
Kepler-288 b,1,0.065,1.67,1.09,1194.15
Kepler-288 c,1,0.14,2.85,1.09,1194.15
Kepler-288 d,1,0.287,2.67,1.09,1194.15
Kepler-289 b,1,0.21,2.49,1,704.438
Kepler-289 c,1,0.51,11.23,1,704.438
Kepler-289 d,1,0.33,3.03,1,704.438
Kepler-29 b,1,0.0919,2.55,0.73,832.532
Kepler-29 c,1,0.1087,2.34,0.73,832.532
Kepler-290 b,1,0.11,2.25,0.74,694.627
Kepler-290 c,1,0.205,2.7,0.74,694.627
Kepler-290 d,1,0.0154,0.86,0.76,694.627
Kepler-291 b,1,0.047,2.16,1.02,1786.48
Kepler-291 c,1,0.065,1.88,1.02,1786.48
Kepler-292 b,1,0.035,1.32,0.83,1056.48
Kepler-292 c,1,0.045,1.47,0.83,1056.48
Kepler-292 d,1,0.068,2.23,0.83,1056.48
Kepler-292 e,1,0.097,2.67,0.83,1056.48
Kepler-292 f,1,0.141,2.35,0.83,1056.48
Kepler-293 b,1,0.144,3.07,0.96,974.633
Kepler-293 c,1,0.286,3.83,0.96,974.633
Kepler-294 b,1,0.048,1.77,0.98,1357.01
Kepler-294 c,1,0.071,2.71,0.98,1357.01
Kepler-295 b,1,0.099,1.22,0.9,1699.19
Kepler-295 c,1,0.142,1.17,0.9,1699.19
Kepler-295 d,1,0.192,1.36,0.9,1699.19
Kepler-296 b,2,0.079,1.61,0.48,167
Kepler-296 c,2,0.0521,2,0.48,167
Kepler-296 d,2,0.118,2.09,0.48,167
Kepler-296 e,2,0.169,1.53,0.48,167
Kepler-296 f,2,0.255,1.8,0.48,167
Kepler-297 b,1,0.217,2.87,0.92,692.14
Kepler-297 c,1,0.336,6.54,0.92,692.14
Kepler-297 d,1,0.523,32.6,0.9,692.14
Kepler-298 b,1,0.08,1.96,0.58,518.204
Kepler-298 c,1,0.136,1.93,0.58,518.204
Kepler-298 d,1,0.305,2.5,0.58,518.204
Kepler-299 b,1,0.04,1.32,1.03,1052.24
Kepler-299 c,1,0.07,2.65,1.03,1052.24
Kepler-299 d,1,0.118,1.86,1.03,1052.24
Kepler-299 e,1,0.22,1.87,1.03,1052.24
Kepler-30 b,1,0.18,3.9,0.95,914.221
Kepler-30 c,1,0.3,12.3,0.95,914.221
Kepler-30 d,1,0.5,8.8,0.95,914.221
Kepler-300 b,1,0.094,1.67,0.9,1098.45
Kepler-300 c,1,0.232,2.25,0.9,1098.45
Kepler-301 b,1,0.036,1.35,0.9,719.166
Kepler-301 c,1,0.06,1.35,0.9,719.166
Kepler-301 d,1,0.112,1.75,0.9,719.166
Kepler-302 b,1,0.193,4.06,1.22,1402.58
Kepler-302 c,1,0.503,12.45,1.22,1402.58
Kepler-303 b,1,0.024,0.89,0.48,209.738
Kepler-303 c,1,0.057,1.14,0.48,209.738
Kepler-304 b,1,0.039,2.86,0.69,434.684
Kepler-304 c,1,0.054,2.17,0.69,434.684
Kepler-304 d,1,0.08,2.75,0.69,434.684
Kepler-304 e,1,0.0232,1.2,0.73,434.684
Kepler-305 b,1,0.0571,3.6,0.8,868.477
Kepler-305 c,1,0.0752,3.3,0.8,868.477
Kepler-305 d,1,0.1201,2.76,0.79,868.477
Kepler-305 e,1,0.0399,1.794,0.83,868.477
Kepler-306 b,1,0.05,1.52,0.72,775.679
Kepler-306 c,1,0.067,2.35,0.72,775.679
Kepler-306 d,1,0.12,2.47,0.72,775.679
Kepler-306 e,1,0.227,2.27,0.72,775.679
Kepler-307 b,1,0.0917,2.43,0.81,575.581
Kepler-307 c,1,0.1068,2.2,0.81,575.581
Kepler-308 b,1,0.09,2.12,0.94,1335.92
Kepler-308 c,1,0.123,2.16,0.94,1335.92
Kepler-309 b,1,0.059,1.56,0.72,544.568
Kepler-309 c,1,0.401,2.51,0.72,544.568
Kepler-31 b,1,0.16,5.5,1.22,1664.64
Kepler-31 c,1,0.26,5.3,1.22,1664.64
Kepler-31 d,1,0.4,3.9,1.22,1664.64
Kepler-310 b,1,0.111,1.19,0.88,602.268
Kepler-310 c,1,0.281,3.38,0.88,602.268
Kepler-310 d,1,0.392,2.47,0.88,602.268
Kepler-311 b,1,0.087,1.7,1.19,778.654
Kepler-311 c,1,0.145,1.43,1.19,778.654
Kepler-311 d,1,0.7326,2.05,1.16,778.654
Kepler-312 b,1,0.031,1.29,1.47,797.72
Kepler-312 c,1,0.153,3.15,1.47,797.72
Kepler-313 b,1,0.125,2.53,1.54,1079.3952487
Kepler-313 c,1,0.208,2.57,1.54,1079.3952487
Kepler-314 b,1,0.035,0.83,0.95,268.881
Kepler-314 c,1,0.064,2.9,0.95,268.881
Kepler-315 b,1,0.402,3.77,1.04,1160.63
Kepler-315 c,1,0.791,4.15,1.04,1160.63
Kepler-316 b,1,0.027,1.06,0.52,384.938
Kepler-316 c,1,0.058,1.16,0.52,384.938
Kepler-317 b,1,0.061,2.09,0.94,940.584
Kepler-317 c,1,0.083,1.72,0.94,940.584
Kepler-318 b,1,0.056,4.71,1.19,489.141
Kepler-318 c,1,0.105,3.68,1.19,489.141
Kepler-319 b,1,0.051,1.63,0.9,503.436
Kepler-319 c,1,0.069,2.63,0.9,503.436
Kepler-319 d,1,0.191,2.29,0.9,503.436
Kepler-32 b,1,0.05,2.2,0.53,323.847
Kepler-32 c,1,0.09,2,0.53,323.847
Kepler-32 d,1,0.13,2.7,0.53,323.847
Kepler-32 e,1,0.033,1.5,0.53,323.847
Kepler-32 f,1,0.013,0.82,0.53,323.847
Kepler-320 b,1,0.085,1.14,1.11,826.613
Kepler-320 c,1,0.142,1.37,1.11,826.613
Kepler-321 b,1,0.057,1.77,1.19,384.542
Kepler-321 c,1,0.11,2.32,1.19,384.542
Kepler-322 b,1,0.027,1.01,0.89,400.48
Kepler-322 c,1,0.051,1.67,0.89,400.48
Kepler-323 b,1,0.02778,1.381,1.12,454.883
Kepler-323 c,1,0.0458,1.57,1.12,454.883
Kepler-324 b,1,0.05,1.14,0.84,501.574
Kepler-324 c,1,0.26,3.15,0.84,501.574
Kepler-324 e,1,0.1074,2.039,0.83,501.574
Kepler-325 b,1,0.053,2.91,1,823.242
Kepler-325 c,1,0.105,2.54,1,823.242
Kepler-325 d,1,0.22,2.79,1,823.242
Kepler-326 b,1,0.032,1.52,0.8,487.675
Kepler-326 c,1,0.051,1.4,0.8,487.675
Kepler-326 d,1,0.066,1.21,0.8,487.675
Kepler-327 b,1,0.029,1.11,0.49,241.987
Kepler-327 c,1,0.047,1.03,0.49,241.987
Kepler-327 d,1,0.09,1.73,0.49,241.987
Kepler-328 b,1,0.2199,2.3,1.06,2213.19
Kepler-328 c,1,0.354,5.4,1.06,2213.19
Kepler-329 b,1,0.061,1.4,0.52,439.719
Kepler-329 c,1,0.113,1.93,0.52,439.719
Kepler-33 b,1,0.0677,1.74,1.82,1209.16
Kepler-33 c,1,0.1189,3.2,1.82,1209.16
Kepler-33 d,1,0.1662,5.35,1.82,1209.16
Kepler-33 e,1,0.2138,4.02,1.82,1209.16
Kepler-33 f,1,0.2535,4.46,1.82,1209.16
Kepler-330 b,1,0.075,1.35,0.72,717.527
Kepler-330 c,1,0.116,1.95,0.72,717.527
Kepler-331 b,1,0.065,1.82,0.49,580.119
Kepler-331 c,1,0.105,1.84,0.49,580.119
Kepler-331 d,1,0.159,1.64,0.49,580.119
Kepler-332 b,1,0.07,1.17,0.72,344.19
Kepler-332 c,1,0.114,1.09,0.72,344.19
Kepler-332 d,1,0.189,1.18,0.72,344.19
Kepler-333 b,2,0.087,1.32,0.53,324.413
Kepler-333 c,2,0.135,1.11,0.53,324.413
Kepler-334 b,1,0.061,1.12,1.07,426.59
Kepler-334 c,1,0.107,1.43,1.07,426.59
Kepler-334 d,1,0.168,1.41,1.07,426.59
Kepler-335 b,1,0.075,3.39,1.85,1278.97
Kepler-335 c,1,0.356,3.07,1.85,1278.97
Kepler-336 b,1,0.033,1.02,1.3,768.86
Kepler-336 c,1,0.092,2.1,1.3,768.86
Kepler-336 d,1,0.154,2.37,1.3,768.86
Kepler-337 b,1,0.045,1.54,1.76,677.975
Kepler-337 c,1,0.093,2.05,1.76,677.975
Kepler-338 b,1,0.117,2.44,1.74,552.798
Kepler-338 c,1,0.172,2.34,1.74,552.798
Kepler-338 d,1,0.257,3,1.74,552.798
Kepler-338 e,1,0.089744,1.56,1.74,552.798
Kepler-339 b,1,0.055,1.42,0.8,616.637
Kepler-339 c,1,0.069,1.15,0.8,616.637
Kepler-339 d,1,0.091,1.17,0.8,616.637
Kepler-34 b,2,1.0896,8.564,1.16,1800.82
Kepler-340 b,1,0.134,2.53,1.85,808.762
Kepler-340 c,1,0.178,3.37,1.85,808.762
Kepler-341 b,1,0.06,1.18,1.02,1047.03
Kepler-341 c,1,0.08,1.7,1.02,1047.03
Kepler-341 d,1,0.182,1.85,1.02,1047.03
Kepler-341 e,1,0.242,1.99,1.02,1047.03
Kepler-342 b,1,0.128,2.25,1.47,781.611
Kepler-342 c,1,0.185,1.96,1.47,781.611
Kepler-342 d,1,0.242,2.49,1.47,781.611
Kepler-342 e,1,0.0293,0.88,1.34,781.611
Kepler-343 b,1,0.088,2.41,1.43,927.193
Kepler-343 c,1,0.167,2.02,1.43,927.193
Kepler-344 b,1,0.153,2.61,0.98,1002.94
Kepler-344 c,1,0.488,2.95,0.98,1002.94
Kepler-345 b,1,0.066,0.74,0.62,260
Kepler-345 c,1,0.077,1.2,0.62,260
Kepler-346 b,1,0.071,2.66,1.02,984.105
Kepler-346 c,1,0.168,3.07,1.02,984.105
Kepler-347 b,1,0.11,1.97,1.01,1298.88
Kepler-347 c,1,0.183,1.75,1.01,1298.88
Kepler-347 d,1,0.3802,3.04,1.45,1298.88
Kepler-348 b,1,0.076,1.52,1.36,570.783
Kepler-348 c,1,0.138,1.33,1.36,570.783
Kepler-349 b,1,0.065,1.9,0.93,940.724
Kepler-349 c,1,0.105,1.96,0.93,940.724
Kepler-35 b,2,0.60347,8.16,1.03,1819.17
Kepler-350 b,1,0.104,1.85,1.53,956.859
Kepler-350 c,1,0.1385,3.1,1.25,956.859
Kepler-350 d,1,0.1786,2.8,1.25,956.859
Kepler-351 b,1,0.214,3.06,0.85,1083.91
Kepler-351 c,1,0.287,3.19,0.85,1083.91
Kepler-351 d,1,0.5177,2.72,0.78,1083.91
Kepler-352 b,1,0.085,0.86,0.78,252.733
Kepler-352 c,1,0.118,1.24,0.78,252.733
Kepler-352 d,1,0.0657,0.806,0.77,252.733
Kepler-353 b,2,0.051,0.89,0.5,384.694
Kepler-353 c,2,0.065,1.38,0.5,384.694
Kepler-354 b,1,0.054,1.84,0.67,554.064
Kepler-354 c,1,0.115,1.31,0.67,554.064
Kepler-354 d,1,0.146,1.24,0.67,554.064
Kepler-355 b,1,0.102,1.46,1.07,1432.17
Kepler-355 c,1,0.179,2.71,1.07,1432.17
Kepler-356 b,1,0.057,1.57,1.33,707.559
Kepler-356 c,1,0.115,1.81,1.33,707.559
Kepler-357 b,1,0.063,1.84,0.83,688.573
Kepler-357 c,1,0.12,2.67,0.83,688.573
Kepler-357 d,1,0.246,3.43,0.83,688.573
Kepler-358 b,1,0.21,2.72,0.95,1101.1
Kepler-358 c,1,0.381,2.85,0.95,1101.1
Kepler-359 b,1,0.178,3.53,1.09,1443.21
Kepler-359 c,1,0.307,4.3,1.09,1443.21
Kepler-359 d,1,0.372,4.01,1.09,1443.21
Kepler-36 b,1,0.1153,1.498,1.63,527.956
Kepler-36 c,1,0.1283,3.679,1.63,527.956
Kepler-360 b,1,0.044,1.65,1.06,876.044
Kepler-360 c,1,0.075,2.1,1.06,876.044
Kepler-361 b,1,0.086,1.45,1.34,930.32
Kepler-361 c,1,0.3,2.52,1.34,930.32
Kepler-362 b,1,0.087,0.88,0.72,1090.51
Kepler-362 c,1,0.207,1.45,0.72,1090.51
Kepler-363 b,1,0.048,1.16,1.49,762.596
Kepler-363 c,1,0.079,1.69,1.49,762.596
Kepler-363 d,1,0.107,2.05,1.49,762.596
Kepler-364 b,1,0.178,1.55,1.28,891.462
Kepler-364 c,1,0.312,2.15,1.28,891.462
Kepler-365 b,1,0.098,2.04,1.05,1038.99
Kepler-365 c,1,0.137,1.64,1.05,1038.99
Kepler-366 b,1,0.045,1.46,1.05,1856.28
Kepler-366 c,1,0.11,1.79,1.05,1856.28
Kepler-367 b,1,0.201,1.3,0.69,188.027
Kepler-367 c,1,0.253,1.2,0.69,188.027
Kepler-368 b,1,0.186,3.26,2.02,770.978
Kepler-368 c,1,0.36,3.88,2.02,770.978
Kepler-369 b,1,0.03,1.13,0.47,214
Kepler-369 c,1,0.094,1.41,0.47,214
Kepler-37 b,1,0.1019,0.31,0.79,63.9207
Kepler-37 c,1,0.139,0.755,0.79,63.9207
Kepler-37 d,1,0.2109,2.03,0.79,63.9207
Kepler-37 e,1,0.25,0.37,0.77,63.9207
Kepler-370 b,1,0.054,1.59,0.9,1167.94
Kepler-370 c,1,0.14,1.91,0.9,1167.94
Kepler-371 b,1,0.2,1.89,0.99,813.192
Kepler-371 c,1,0.313,1.78,0.99,813.192
Kepler-372 b,1,0.075,1.36,1.14,1493.95
Kepler-372 c,1,0.154,2.09,1.14,1493.95
Kepler-372 d,1,0.201,1.69,1.14,1493.95
Kepler-373 b,1,0.06,1.36,0.84,1090.45
Kepler-373 c,1,0.126,1.24,0.84,1090.45
Kepler-374 b,1,0.029,1.03,0.91,1265.61
Kepler-374 c,1,0.042,1.1,0.91,1265.61
Kepler-374 d,1,0.056,1.31,0.91,1265.61
Kepler-375 b,1,0.101,1.45,0.84,1238.81
Kepler-375 c,1,0.141,2.65,0.84,1238.81
Kepler-376 b,1,0.057,1.07,1.18,923.067
Kepler-376 c,1,0.115,1.79,1.18,923.067
Kepler-377 b,1,0.109,1.39,1.22,823.804
Kepler-377 c,1,0.182,2.06,1.22,823.804
Kepler-378 b,1,0.112,0.75,0.67,152.094
Kepler-378 c,1,0.166,0.7,0.67,152.094
Kepler-379 b,1,0.152,1.66,1.31,731.274
Kepler-379 c,1,0.326,2.29,1.31,731.274
Kepler-38 b,2,0.4632,4.3,1.75,1174.59
Kepler-380 b,1,0.05,1.19,1.22,813.713
Kepler-380 c,1,0.078,1.27,1.22,813.713
Kepler-381 b,1,0.066,0.99,1.57,267.323
Kepler-381 c,1,0.117,1.12,1.57,267.323
Kepler-381 d,1,0.085,1.067,2.19,267.323
Kepler-382 b,1,0.055,1.32,0.94,935.446
Kepler-382 c,1,0.097,1.59,0.94,935.446
Kepler-383 b,1,0.095,1.32,0.67,470
Kepler-383 c,1,0.172,1.24,0.67,470
Kepler-384 b,1,0.148,1.12,0.88,895.678
Kepler-384 c,1,0.236,1.13,0.88,895.678
Kepler-385 b,1,0.097,2.73,1.13,1432.61
Kepler-385 c,1,0.127,3.04,1.13,1432.61
Kepler-385 d,1,0.3024,2.619,1.16,1432.61
Kepler-386 b,1,0.096,1.39,0.77,882.462
Kepler-386 c,1,0.155,1.58,0.77,882.462
Kepler-387 b,1,0.068,1.03,1.05,801.052
Kepler-387 c,1,0.098,0.89,1.05,801.052
Kepler-388 b,1,0.036,0.81,0.59,425
Kepler-388 c,1,0.093,0.86,0.59,425
Kepler-389 b,1,0.041,1.51,0.79,816.559
Kepler-389 c,1,0.11,1.46,0.79,816.559
Kepler-39 b,1,0.164,13.9,1.4,1057.41
Kepler-390 b,2,0.065,0.82,0.78,435.277
Kepler-390 c,2,0.101,0.79,0.78,435.277
Kepler-391 b,1,0.082,3.2,3.57,869.236
Kepler-391 c,1,0.161,3.54,3.57,869.236
Kepler-392 b,1,0.059,1,1.13,681.428
Kepler-392 c,1,0.093,1.1,1.13,681.428
Kepler-393 b,1,0.091,1.29,1.38,881.404
Kepler-393 c,1,0.124,1.33,1.38,881.404
Kepler-394 b,1,0.083,1.6,1.13,1058.72
Kepler-394 c,1,0.11,1.66,1.13,1058.72
Kepler-394 d,1,0.0646,1.501,1.1,1058.72
Kepler-395 b,1,0.061,1.03,0.56,421.382
Kepler-395 c,1,0.177,1.32,0.56,421.382
Kepler-396 b,1,0.2336,3.5,1.06,223.757
Kepler-396 c,1,0.378,5.3,1.06,223.757
Kepler-397 b,1,0.144,2.46,0.77,969
Kepler-397 c,1,0.48,6.18,0.77,969
Kepler-398 b,1,0.044,0.93,0.61,177.355
Kepler-398 c,1,0.087,1.01,0.61,177.355
Kepler-398 d,1,0.0618,0.88,0.67,177.355
Kepler-399 b,1,0.103,0.96,0.68,740.537
Kepler-399 c,1,0.155,1.43,0.68,740.537
Kepler-399 d,1,0.261,1.89,0.68,740.537
Kepler-4 b,1,0.0456,4.002,1.49,487.916
Kepler-40 b,1,0.08,13.11,2.13,2305.01
Kepler-400 b,1,0.087,1.65,1.15,845.97
Kepler-400 c,1,0.134,1.49,1.15,845.97
Kepler-401 b,1,0.122,1.71,1.33,965.56
Kepler-401 c,1,0.269,2.15,1.33,965.56
Kepler-401 d,1,0.6503,2.27,1.29,965.56
Kepler-402 b,1,0.051,1.22,1.26,625.339
Kepler-402 c,1,0.068,1.56,1.26,625.339
Kepler-402 d,1,0.087,1.38,1.26,625.339
Kepler-402 e,1,0.102,1.46,1.26,625.339
Kepler-403 b,1,0.076,1.25,1.33,840.269
Kepler-403 c,1,0.297,1.75,1.33,840.269
Kepler-403 d,1,0.121735,1.42,1.45,840.269
Kepler-404 b,1,0.102,1.27,0.88,812.524
Kepler-404 c,1,0.118,1.72,0.88,812.524
Kepler-405 b,1,0.095,2.08,0.89,1065.08
Kepler-405 c,1,0.188,4.66,0.89,1065.08
Kepler-406 b,1,0.035974,1.43,1.07,364.03
Kepler-406 c,1,0.055292,0.85,1.07,364.03
Kepler-407 b,1,0.015302,1.07,1.01,338.368
Kepler-407 c,1,3.270904,12.3,1.01,338.368
Kepler-408 b,1,0.03589,0.82,1.23,88.7832
Kepler-409 b,1,0.3192,1.199,0.9,68.173
Kepler-41 b,1,0.03101,14.46,1.29,1093.08
Kepler-410 A b,2,0.1226,2.838,1.35,147.527
Kepler-411 b,2,0.0375,2.401,0.82,153.676
Kepler-411 c,2,0.0739,4.421,0.82,153.676
Kepler-411 d,2,0.279,3.319,0.82,153.676
Kepler-411 e,2,0.186,3.28,0.82,153.676
Kepler-412 b,1,0.02897,15.031,1.29,1086.24
Kepler-413 b,2,0.3553,4.347,0.78,847.536
Kepler-414 b,1,0.0527,1.71,0.95,413.46
Kepler-414 c,1,0.0699,3.01,0.95,413.46
Kepler-415 b,1,0.0426,1.21,0.64,530.487
Kepler-415 c,1,0.0695,2.01,0.64,530.487
Kepler-416 b,1,0.0658,2.48,1.07,690.819
Kepler-416 c,1,0.1021,2.45,1.07,690.819
Kepler-416 d,1,0.0407,1.61,1.02,690.819
Kepler-417 b,1,0.1006,2.31,0.81,973.989
Kepler-417 c,1,0.1194,2.69,0.81,973.989
Kepler-418 b,1,0.3779,13.45,1.09,1002.53
Kepler-418 c,1,0.1024,5.221,1.08,1002.53
Kepler-419 b,1,0.37,10.8,1.74,1011.36
Kepler-419 c,1,1.68,12.6,1.74,1011.36
Kepler-42 b,1,0.0116,0.78,0.17,40.0595
Kepler-42 c,1,0.006,0.73,0.17,40.0595
Kepler-42 d,1,0.0154,0.57,0.17,40.0595
Kepler-421 b,1,1.219,4.16,0.76,348.558
Kepler-422 b,1,0.082,12.89,1.24,722.795
Kepler-423 b,1,0.03585,13.361,0.95,758.753
Kepler-424 b,1,0.044,9.98,0.94,698.646
Kepler-424 c,1,0.73,12.7,0.94,698.646
Kepler-425 b,1,0.0464,10.962,0.86,646.647
Kepler-426 b,1,0.0414,12.22,0.92,843.695
Kepler-427 b,1,0.091,13.79,1.35,1017.8
Kepler-428 b,1,0.0433,12.11,0.8,686.284
Kepler-43 b,1,0.046,13.664,1.42,1005.84
Kepler-430 b,1,0.2244,3.25,1.49,917.477
Kepler-430 c,1,0.4757,1.75,1.49,917.477
